tid,topicId,replies,favorite,support,historyPV,yesterdayPV/yesterdayUV,yesterdayUV,dateline
12349964,2,9,0,0,805,1.037037037037037,54,852327
12001725,7,106,,11,9889,1.0789473684210527,76,15108624
11949176,22,1923,,9,72360,1,1,19523377
12363900,21,2,0,0,344,1.0277777777777777,36,430710
12367960,6,4,,0,194,1.0666666666666667,60,104587
12368013,30,5,0,0,157,1.4078947368421053,76,100572
6872791,24,492,,42,107090,1,13,183747283
12366287,30,5,,0,212,1.08,25,264880
12367532,17,1,0,0,56,1,25,158474
12368352,30,9,0,0,251,1.2526315789473683,95,73567
12050654,7,21,,0,585,1,1,11145719
12349188,6,29,0,0,2732,1,6,880873
12274027,21,30,,0,3125,1,24,3132382
12033715,24,36,,2,4852,1.0317460317460319,126,12199973
12294288,1,43,0,0,3120,1,3,2257913
12300745,17,3,0,0,1042,1,3,2047848
12363425,23,2,0,0,302,1,1,481624
12151890,2,1,0,0,504,1,2,6877147
12368274,30,12,0,0,246,1.1538461538461537,78,78657
12311246,7,35,0,0,1216,1.1333333333333333,75,1561968
12229602,7,42,,2,6678,1,2,4064450
12163316,30,26,0,0,1266,2,1,6471190
12368095,30,9,0,0,173,1.309090909090909,110,94166
12230679,7,84,,9,3909,2,4,4030373
11795167,7,0,0,0,585,1,6,29984343
11961522,25,4,0,0,5481,2,2,18583531
12368372,5,9,0,0,129,1.2028985507246377,69,70952
12185256,32,13,,4,2386,1.2857142857142858,14,5496849
12368366,30,2,0,0,236,1.119047619047619,84,72003
12368051,6,5,0,0,247,1.035294117647059,85,97617
12366160,30,7,,0,324,1.25,16,273023
11894273,30,6,,0,716,1,2,23061744
12359955,12,23,0,0,1127,1.0895522388059702,67,602484
12151013,6,30,,2,8051,1,1,6911402
12035202,2,4,0,0,1122,1,2,12085619
12366358,4,4,0,0,214,1,10,260135
12364110,10,9,0,0,713,1.0375,80,416159
12367226,3,26,,0,1593,1.0871459694989107,459,178509
12368228,3,5,0,0,175,1.1272727272727272,110,82955
12366255,17,1,0,0,290,1.0666666666666667,30,266945
12042491,1,2,0,0,902,1,1,11587726
12257652,1,9,,0,553,1,6,3603556
12367065,16,2,0,0,162,1.0204081632653061,49,188608
12178491,7,50,,1,3726,1,5,5812158
12364512,6,7,0,0,333,1.1,40,399457
11995238,12,75,,0,14455,1,4,15719369
12368211,21,6,0,0,120,1.1538461538461537,26,84221
12349150,1,18,,1,1521,1.125,136,882083
12297938,23,166,,7,8677,1.1,30,2125547
11790262,4,3,0,2,421,1,2,30300362
12349604,6,17,,0,902,1.0833333333333333,12,867392
12314707,7,21,,0,1344,1.0751173708920188,213,1376837
12126708,2,12,0,0,725,1,3,8039531
12201322,16,11,0,0,1326,1,18,4821742
11834309,7,16,,0,8439,1,6,27376260
12368102,5,0,0,0,87,1.1076923076923078,65,93477
12368034,1,12,0,0,290,1.0892857142857142,168,98703
11803851,4,12,,2,866,1,1,29380835
12350417,2,89,,8,5469,1.2,10,823796
12038498,4,45,,0,4834,1,1,11848316
12367699,7,54,0,0,3524,1.1125461254612545,542,145826
12368348,21,0,0,0,61,1.1071428571428572,28,73916
12268650,24,10,,1,3088,1.0277777777777777,36,3347090
12061869,2,1,0,0,356,1,1,10721692
12358309,23,11,0,0,1008,1,2,678263
12074132,25,61,,0,10966,1.3333333333333333,3,10352831
12105902,4,6,,0,499,1,1,8973564
12074680,2,32,0,0,1552,1,1,10340361
11942282,,186,,42,14470,1,6,19946847
11711485,24,57,,2,22253,1,24,37654958
11719977,24,184,,9,24227,1,6,36708115
12314850,6,20,0,0,2469,1,3,1373923
12216448,24,5,,2,2724,1,14,4391318
12367490,6,23,0,0,808,1.0548780487804879,328,161397
12367038,1,29,0,0,1480,1.0856269113149848,327,189589
12363198,5,2,0,0,423,1,5,500299
12258091,30,71,,0,1504,1,2,3564106
11962128,,116,,5,8796,1.125,8,18542159
12298119,10,10,,0,5746,1,4,2109999
12273502,21,65,,6,4661,1.0933333333333333,75,3174155
12368358,30,0,0,0,61,1.0810810810810811,37,72761
12071581,7,151,,10,7273,1,3,10439382
12351162,,0,0,0,107,1,1,774100
12172908,7,150,,6,4556,1.5,2,6102974
12180147,7,9,0,0,453,1.2,5,5755339
12368092,30,10,0,0,95,1.25,56,94591
11712499,24,65,,4,19650,1.1818181818181819,11,37529684
12366625,4,5,0,0,129,1,7,239857
12368098,5,4,0,1,178,1.123456790123457,81,93740
12367923,1,12,0,0,570,1.0666666666666667,225,107640
12366613,30,18,0,0,236,1.352112676056338,71,241447
12365737,6,6,0,0,261,1,27,322269
11963852,,17,,3,4021,2,5,18396182
12361607,30,68,,0,1866,1.25,4,527319
12367882,30,4,0,0,199,1.2014925373134329,134,122725
11697157,24,64,,12,16384,1.2,5,39040505
12366823,3,25,0,0,1499,1.0714285714285714,168,228882
12365862,30,19,0,0,590,1.1346153846153846,52,313720
12366620,30,11,,0,601,1.2,75,240674
12153470,4,6,0,0,398,1,1,6803184
323977,23,123,,7,143561,1,1,322979512
12368319,30,1,0,0,97,1.1527777777777777,72,75600
12363731,2,50,,1,1324,1,11,442672
12040818,4,4,0,0,1264,1,1,11717294
12368162,7,0,0,0,38,1.0294117647058822,34,87894
12138756,7,9,0,0,967,1.3333333333333333,3,7536671
11861648,2,2,0,2,634,1,1,24758935
12180566,7,19,,0,310,1,1,5718211
12348407,6,5,,0,407,1,2,932872
12297670,36,847,,19,23064,1.1666666666666667,6,2135961
12060582,,201,,6,24507,0.6666666666666666,3,10769382
12285408,4,1,0,0,203,1,1,2668831
12349676,2,52,,0,3807,1,6,863971
12338240,2,19,,0,188,1,1,1096073
12367880,,31,,0,308,1.1442307692307692,624,124487
12363436,2,43,,2,969,1.0476190476190477,21,479472
12091626,7,13,,0,499,1,1,9632884
11981831,,1,0,0,926,1,2,16923737
12349183,30,39,0,0,1295,1,30,881107
12172351,7,6,0,0,241,1,2,6119308
12366132,4,30,0,0,2006,1.032,125,274815
12367454,7,35,,0,2163,1.0452554744525548,685,163312
12179523,4,0,0,0,125,1,1,5778710
12360427,16,0,0,0,155,1,1,594685
12367526,30,2,,0,326,1.188118811881188,101,158939
12366513,4,5,0,0,385,1.0434782608695652,23,248622
11917316,3,7,,0,850,1,1,21423073
12367327,7,0,0,0,10,1.4,5,170873
11923071,30,55,,1,4342,1,1,21049406
12331245,30,24,,0,1117,1.0476190476190477,42,1138784
12010043,2,7,,0,729,1,1,14342428
12303848,25,4,0,0,600,1,1,1958059
12361483,16,0,0,0,509,1,16,531822
12293099,10,53,,2,3820,1.0434782608695652,69,2321108
12367749,7,15,,0,599,1.1602373887240356,337,143062
12059528,7,18,,5,3259,1,1,10789257
12360424,16,0,0,0,140,1,2,594713
12091195,7,7,,2,909,1,1,9655123
12347869,2,44,,0,2061,1,5,957454
12087294,7,11,,1,4889,2,1,9831323
2065256,,2450,,32,722174,1.1586715867158672,271,257821065
12368360,4,1,0,1,320,1.0419580419580419,143,72389
11901869,10,5,0,0,393,1,1,22526374
12312064,2,5,,0,876,1,1,1540191
12064464,2,8,0,0,359,1,1,10644967
12301256,5,26,,2,2299,1,5,2033648
12368350,2,1,0,0,143,1.018181818181818,110,73757
12298433,25,4,0,1,736,1,3,2093116
12368002,30,7,0,0,242,1.1775700934579438,107,101454
12365866,23,10,0,0,908,1,16,313139
12166643,4,22,,0,986,1,1,6337183
12325127,7,25,,3,2185,1.3636363636363635,11,1196865
12366370,1,20,0,1,1766,1.1277372262773722,274,259101
12368235,30,1,0,0,96,1.0930232558139534,43,82529
12074719,7,23,,0,2774,1.122040072859745,549,10339750
12366227,4,2,0,0,343,1,17,269519
12359329,30,9,0,0,220,1.1578947368421053,38,612463
12272483,25,4,0,0,613,1,1,3208669
11934775,12,7,,1,1050,1,1,20352662
12357423,21,1,0,0,498,1,9,697574
12360329,7,110,0,0,5687,1.1304347826086956,138,595369
12021156,24,115,,6,17888,1.0510638297872341,235,13497845
12162254,2,8,0,0,919,1,1,6499241
12367443,36,9,0,0,362,1.1932773109243697,119,163772
11983045,7,4,0,0,541,1,1,16817241
12368191,30,9,0,0,429,1.1541501976284585,253,85877
11890501,2,26,0,4,4145,1,1,23350629
12368080,30,9,0,0,130,1.163265306122449,98,95122
12365269,3,6,0,0,388,1,11,347165
11784617,,28,,2,383986,1.1666666666666667,6,30527204
12347646,2,46,0,1,5264,1,3,964387
12303810,2,0,0,0,172,2,2,1959132
12294991,2,7,0,0,315,1,1,2219844
12362506,6,16,0,0,735,1.0512820512820513,78,517881
12142332,5,57,,0,10362,1,2,7392029
12366425,30,21,0,0,626,1.376,125,254549
12222354,23,17,0,0,2299,1,1,4233130
12368166,2,15,0,0,628,1.0905511811023623,254,87683
12313964,2,1,0,0,455,1.5,4,1421987
12115824,7,8,,0,472,1,2,8510239
12147772,2,19,,0,824,1,1,7075903
12281896,2,28,,0,692,1,1,2778825
12364299,3,1,,1,257,1.4,5,407240
11936296,21,630,,9,61141,1.1538461538461537,26,20240523
10826185,4,276,,141,213877,1.086021505376344,93,86310166
11857816,2,3,0,1,1249,1,1,24903882
10905257,18,9742,,267,1139168,1.1159420289855073,69,83306118
12309063,2,246,,13,7032,1,4,1712819
12246779,3,65,,2,4456,1.0493827160493827,81,3799235
12267217,2,0,0,0,10,1,3,3423481
12367358,30,6,,0,241,1.2105263157894737,38,169193
12346355,2,52,0,1,3117,1,3,1045322
12367559,30,13,0,0,376,1.2403100775193798,129,156361
12350747,6,85,,0,7354,1.1221374045801527,131,791947
12324245,21,1,0,0,390,1,7,1205656
12368224,10,1,0,0,47,1.0285714285714285,35,83236
11923231,2,8,0,1,998,1,1,21018123
12272328,25,30,0,0,2510,1.5,2,3213952
12367572,5,3,0,0,689,1.1435897435897435,195,155484
12160469,7,194,,12,14165,1.1048387096774193,124,6561708
12119656,5,55,,0,10331,1,5,8287494
12365258,3,11,0,0,658,1.0303030303030303,33,347390
12367962,7,2,,0,73,1.0461538461538462,65,104493
12274468,30,7,0,0,275,1,1,3113944
12368109,1,10,0,0,636,1.0688524590163935,305,92878
12358673,10,12,0,0,1027,1.0275862068965518,145,666097
12363651,17,0,0,0,325,1,19,446627
12329989,2,71,0,0,2637,1,3,1146798
12368476,30,6,0,0,75,1.303030303030303,33,61943
11832628,4,12,,2,1661,1,1,27523899
12002766,23,19,,2,2731,1,3,15014553
12270649,2,7,0,0,396,1,2,3276861
12366994,30,9,,0,379,1,30,192300
12121287,7,796,,54,44030,1.1153846153846154,26,8203962
11328281,16,154,,169,372210,1.0588235294117647,68,64003234
12301334,7,125,,11,4737,1.04,150,2019640
12367538,12,8,0,0,321,1.043010752688172,93,157958
12366487,8,3,0,0,191,1.125,8,250801
12367582,23,6,0,0,304,1.1714285714285715,70,154200
12368155,25,1,0,0,36,1.3157894736842106,19,88271
11709170,,7,0,2,702,1,3,37884771
12363125,17,1,0,0,403,1,23,506373
12185376,7,50,,0,3917,1.0897435897435896,78,5473623
11906333,2,22,0,2,2876,1,1,22192799
12283689,30,84,,0,3918,1.1842105263157894,38,2735202
12363806,1,6,0,0,560,1,2,437718
11834076,7,40,,0,6628,1,4,27390542
12367282,7,12,0,0,129,1,37,173871
12367377,10,13,0,0,638,1.1243523316062176,193,167748
12360187,2,34,0,0,1196,1,7,596463
12312994,23,82,,2,4651,1.0909090909090908,11,1480296
12273422,25,13,,3,4134,1,4,3177662
12278473,2,0,0,0,31,1,1,2929086
12363129,30,16,0,0,335,1.15,20,505953
12360655,17,2,0,0,404,1.0588235294117647,17,583750
12364005,4,17,,0,442,1,3,423180
12282193,2,10,0,0,508,1,2,2771559
11894159,2,17,0,1,1130,1,1,23067804
12367976,3,9,0,0,249,1.1398601398601398,143,102921
12148482,4,39,,5,4011,1,1,7026604
11867484,30,19,,0,1206,2,1,24435900
11617997,8,71,,12,25262,1.5,2,45814474
12368237,4,2,0,0,274,1.0346820809248556,173,82197
12279017,25,1,0,0,477,1,1,2908618
12139435,,13,,1,3716,1,13,7517500
12367471,1,1,0,0,65,1.0909090909090908,11,162536
12020057,4,13,0,1,1750,1,1,13619214
12363497,30,33,0,0,714,1,4,459300
11990912,2,163,,3,20615,1,2,16077757
12367398,5,3,0,0,423,1.0404040404040404,99,166221
11693582,24,46,,2,13426,1,5,39297230
12365252,3,2,0,0,151,1,3,347577
11995325,,1124,,24,41769,1.1111111111111112,54,15714256
12150324,17,0,0,0,760,1,2,6933017
12256093,2,16,0,0,556,1,1,3636247
12241950,30,80,,0,3686,1,1,3902296
12368462,24,1,0,0,194,1.1125,80,63303
12362867,24,5,,0,788,1.0350877192982457,57,515118
12367343,12,9,0,0,552,1.0483870967741935,124,170142
12351366,7,55,,3,2654,1.3157894736842106,19,764932
12360644,2,52,,9,2368,1,6,584887
12160401,21,27,0,0,2897,1,2,6563437
12365848,7,37,,1,1762,1.144486692015209,263,314976
11954953,7,74,,2,7950,1,1,19103520
12279505,25,6,0,0,1236,1,1,2870695
12367788,4,14,0,0,463,1.1083916083916083,286,140483
12176199,6,65,,3,7802,1,1,5947389
12349833,12,30,0,1,1442,1.131578947368421,38,858029
12316045,2,67,,1,6425,1,7,1350996
12368537,4,2,0,0,115,1.0833333333333333,24,56623
12279380,2,67,,3,6612,1,3,2891166
12365249,3,4,0,0,225,1,11,347682
12363203,24,7,,0,1444,1.0384615384615385,78,499700
11878644,2,20,0,0,3373,1,1,23981298
12365416,4,14,0,0,645,1,8,342154
12366951,7,20,0,0,271,1.2584269662921348,89,198292
12285348,21,22,,1,3530,1.0454545454545454,22,2667253
12099238,5,53,,3,10078,1,1,9287030
12276255,7,21,,0,3570,1,3,3027816
12368389,2,4,0,0,269,1.0938967136150235,213,68723
12364528,30,18,0,0,522,1.4545454545454546,44,397231
12367291,23,21,0,0,657,1,49,173396
12364002,2,30,0,0,1387,1.0772797527047913,647,423308
12368408,7,2,0,0,191,1.0294117647058822,136,67016
12367383,1,0,0,0,114,1.0454545454545454,22,167267
12368406,30,13,,0,229,1.1666666666666667,48,67297
11676601,6,631,,128,194233,1.0909090909090908,55,40877973
12367695,30,5,,0,69,1.22,50,146128
12279809,25,7,,0,1693,1,3,2858719
12366556,3,14,,0,1373,1.0676691729323309,133,246668
12362902,3,1,0,0,268,1,2,513414
12365529,12,15,0,0,1255,1.1067961165048543,103,335610
12363664,1,11,,0,774,1,1,445834
12312714,2,52,0,0,4749,1,4,1489802
12367049,23,43,,0,2264,1.1007194244604317,139,189003
12088937,7,384,,62,19871,1.2941176470588236,17,9756765
12367934,30,15,0,0,526,1.2578125,256,106313
12367090,23,0,0,0,138,1,6,187593
12336387,7,70,,9,6717,1.2666666666666666,15,1106413
12368478,2,3,0,0,249,1.1170212765957446,94,61764
11914417,6,18,,0,2306,1.1666666666666667,6,21624922
12367160,2,57,,0,5072,1.098360655737705,793,183993
12217527,2,6,,1,516,1,1,4347959
12368127,2,5,0,0,154,1.0797101449275361,138,91617
11983034,21,8,,0,4727,1,3,16817658
12086294,4,16,,0,288,1,1,9862275
12010963,30,90,,2,8071,1,1,14262111
11850020,4,6,,2,907,1,1,25812302
12365164,3,2,0,0,178,1,6,352469
12364285,16,9,0,0,384,1,43,407686
12368363,10,5,0,0,306,1.08,100,72153
12368424,1,3,0,0,140,1.15,60,65960
12368020,30,9,0,0,533,1.1530944625407167,307,100197
12368150,4,4,,0,198,1.0597014925373134,67,88896
12366327,3,7,0,0,519,1.0555555555555556,36,262108
12325158,7,49,,2,1323,1.1,10,1195883
12325742,2,8,,0,420,1.2,5,1178264
12195331,7,3,,0,604,1.3333333333333333,3,5021611
11992615,7,20,,0,3661,1,1,15924156
12363659,1,17,0,0,548,1,1,446101
12313365,10,15,0,0,1374,1,29,1463223
12350227,17,3,0,0,613,1,23,839764
12365147,3,14,0,0,1370,1,20,352746
12368204,30,5,,0,113,1.064516129032258,62,84794
12363196,23,2,0,0,172,1,1,500371
11959822,30,9,,1,665,1,1,18744234
12073912,,15,,0,2586,1,1,10358885
12289560,2,40,,10,2459,1.4285714285714286,7,2477977
12149580,4,24,,1,2018,1.0789473684210527,38,6982906
12368056,30,6,0,0,260,1.0909090909090908,143,97195
12366739,5,10,0,0,631,1.086021505376344,93,233157
10930634,4,34,,4,2551,1.0923076923076922,65,82251463
12367638,1,9,0,0,573,1.0634146341463415,205,149554
12367995,4,3,0,0,518,1.071969696969697,264,101954
12367959,2,6,0,0,150,1.0483870967741935,124,104716
12309931,2,5,0,0,427,1,3,1649729
12307303,4,15,,0,833,1.6666666666666667,3,1804791
12218956,7,4,,0,452,1.5,2,4307021
12366272,3,4,0,0,656,1.103448275862069,29,265962
12367735,4,2,0,0,552,1.0712074303405572,323,143731
12368193,2,6,,0,254,1.1019417475728155,206,85734
12079836,4,3,,0,354,1,1,10124403
12042167,2,8,,0,1200,1.1666666666666667,6,11620244
12366932,17,4,0,0,624,1.0994764397905759,191,203236
12194389,12,288,,2,14599,1,34,5069629
12273987,7,7,0,0,355,1,2,3136983
12169603,25,41,,1,8218,1,1,6236000
12367623,6,17,0,0,1563,1.0981308411214954,214,150804
12367496,7,33,,17,2672,1.1360691144708424,463,160884
12365421,,4,0,0,387,1,18,341584
11931545,2,129,,33,50074,1.0666666666666667,15,20556831
12368129,30,17,0,0,238,1.1923076923076923,78,91175
12101394,7,9,,0,598,1,1,9180497
12366072,3,8,0,0,410,1.1063829787234043,47,279453
12208065,30,45,,0,1590,1,1,4625677
12310959,2,46,,0,4922,1,2,1570898
12365527,4,24,0,1,3009,1.0147058823529411,136,335721
12368113,2,11,0,0,298,1.1656050955414012,157,92527
12363282,30,35,,0,1250,1,6,493660
12274551,2,41,0,0,2947,1,1,3110954
12366362,30,26,,0,715,1.1764705882352942,102,259787
11938789,,42,,1,9554,1.4,5,20122016
12257507,24,7,,6,2152,1.0604026845637584,149,3608397
12364819,3,6,0,0,208,1,2,365110
12367626,4,2,0,0,454,1.0449438202247192,178,150484
12314469,2,179,,77,4060,1.1111111111111112,9,1382920
12197239,30,103,,0,2318,1,1,4946819
12215975,7,25,,0,1808,1,1,4405263
12298938,2,67,,0,6763,1,4,2082798
12367487,4,3,0,0,86,1.0909090909090908,22,161698
12368171,2,14,,0,533,1.064039408866995,203,87170
12363483,1,11,0,0,1473,1.1428571428571428,7,463034
12365937,17,13,0,0,1179,1.0344827586206897,87,307530
12245813,1,265,,7,17354,1,34,3815323
12368336,30,4,0,0,111,1.0212765957446808,47,74464
12364751,3,14,0,0,515,1.0909090909090908,11,368579
12180458,2,4,0,0,409,1,2,5723056
12368417,7,2,0,0,54,1.08,25,66569
12272948,4,46,,6,2772,1.2222222222222223,9,3191927
11798712,18,40,0,4,8569,1,1,29774819
11947931,5,44,0,1,15923,1,1,19603370
12366031,3,9,,0,751,1.0294117647058822,34,284072
12368497,30,4,0,0,123,1.173913043478261,46,60130
12347237,30,16,,1,725,1,51,1003653
12256266,2,9,0,0,124,1,1,3633311
12309958,2,59,,2,6000,1,2,1647757
12368526,23,0,0,0,13,1,6,57410
12365631,23,1,0,0,63,1,9,329787
12362982,2,22,,0,765,1.1327433628318584,113,510085
12290146,25,2,0,0,396,1,1,2434969
12303214,21,6,0,0,777,1.1111111111111112,9,1976916
12368437,7,2,,0,141,1.0224719101123596,89,64975
12349819,17,0,0,0,169,1,1,858475
12280971,2,54,,1,5904,1,2,2825565
12360710,23,25,0,0,2152,1.0574712643678161,87,579552
12368173,1,2,0,0,104,1.0229885057471264,87,87101
12368140,1,4,0,0,118,1.0389610389610389,77,89846
12352169,30,51,,0,1463,1.1666666666666667,6,750292
12032783,25,15,0,1,6580,1,1,12322771
12367889,24,3,0,0,636,1.067750677506775,369,115948
12309418,21,11,0,0,1928,1.1111111111111112,18,1696639
12363219,1,12,0,0,685,1,2,497704
11771476,25,4,0,2,2037,1,1,31255557
12325544,10,24,0,0,1348,1.0533333333333332,75,1188624
12149851,7,660,,97,43042,1.0764331210191083,157,6973353
11949717,12,17,,0,1834,1,1,19498950
12349162,4,38,0,0,2444,1.134020618556701,97,881691
12368410,1,2,0,0,137,1.0217391304347827,92,66982
12357311,3,79,,2,6749,1.0746268656716418,335,701742
12309714,2,79,,0,6098,1,4,1659712
11891626,2,27,0,4,4993,1,1,23266624
12365990,2,112,,4,6355,1.1533420707732633,763,298577
11943090,5,71,0,3,21007,1,9,19886780
12367565,8,2,0,0,142,1,18,155823
12151477,2,43,,10,6824,1,6,6891327
12346654,6,19,0,0,823,1.08,25,1035344
12309970,1,51,0,0,5004,1.0679611650485437,103,1647352
12365913,6,6,0,0,272,1.15,20,308894
12364797,4,5,0,1,446,1,8,366029
12368123,30,0,0,0,134,1.11,100,91933
11956007,1,26,,0,4562,1,1,19026041
12367748,24,2,0,0,449,1.0537190082644627,242,143098
11978511,30,1755,0,1,1061,1.0857142857142856,70,17204864
12204258,2,22,,3,1951,2,1,4731108
12367744,24,1,,1,223,1.0469798657718121,149,143191
11894216,2,217,,79,48137,1,5,23065377
12368425,30,7,0,0,235,1.1219512195121952,123,65868
12363223,1,17,0,0,579,1,4,497438
12347118,21,3,0,0,419,1,5,1011989
11874678,2,23,0,3,1592,1,2,24159659
12352411,1,81,0,1,2077,1.108433734939759,83,748291
12365860,2,53,,0,2613,1.1076923076923078,130,313983
12368241,30,16,0,0,275,1.2843137254901962,102,81411
11911384,7,9,0,0,21259,1.5,2,21850158
12288079,21,3,0,0,569,1,2,2522480
12268835,9,4,0,0,1181,1,1,3342213
12346735,6,71,0,1,7948,1.0769230769230769,91,1033450
11909357,21,61,,0,28426,1.0952380952380953,21,21975532
12366738,7,63,0,0,3937,1.1176470588235294,17,233399
12368467,1,3,0,0,233,1.0526315789473684,95,62847
11775662,6,53,,4,6988,1.5,2,30832872
12363832,6,36,0,0,2082,1.0375,160,435347
12117845,2,139,,0,5479,1.1666666666666667,6,8389633
12367269,24,5,,1,845,1.064327485380117,342,175049
10448750,16,262,,74,307079,1,6,100815297
12368495,3,2,0,0,79,1.0731707317073171,41,60435
12367303,2,39,,0,1657,1.02803738317757,107,172264
12368240,7,8,,0,262,1.143884892086331,139,81644
12092768,30,6,0,0,244,1,1,9574107
12146052,4,21,,0,888,1,12,7168218
12367632,8,3,0,0,89,1.0526315789473684,19,149936
12309252,2,87,0,0,5349,1,1,1705885
12305116,7,78,,12,5630,1.2,40,1897955
12367769,7,4,,0,511,1.0793650793650793,252,141654
12368540,23,3,,0,176,1,14,56229
12368440,5,7,0,0,276,1.121212121212121,66,64752
11844218,4,829,,33,188477,1.4444444444444444,36,26397211
12367222,2,50,0,0,3765,1.1051524710830705,951,179181
12305114,2,71,,9,4976,1,3,1897993
12368452,4,3,0,0,73,1.1025641025641026,39,64095
12368139,30,11,0,0,133,1.2641509433962264,53,90085
11857012,23,280,,2,16518,1.1428571428571428,7,24941669
12357124,10,2,0,0,421,1,2,709423
12368374,7,6,,0,267,1.0533333333333332,150,70686
12368272,24,3,0,0,352,1.0506912442396312,217,78755
11899086,2,15,0,0,1360,1,1,22704181
12344919,30,3,0,0,111,1,1,1054012
12358897,10,17,0,1,898,1.1125,80,634162
12364623,4,1,,0,231,1,2,393209
12274378,21,25,,1,3415,1.2222222222222223,9,3118064
12368405,30,0,0,0,122,1,78,67402
12364067,3,25,0,0,1979,1,12,419164
12260687,24,73,,3,9572,1.1101694915254237,118,3513968
12368320,30,5,0,0,106,1.173913043478261,23,75431
12298586,30,11,,0,719,1.2857142857142858,7,2089235
12356541,3,31,0,0,2101,1,1,713701
12368325,30,4,,0,167,1.075268817204301,93,75043
12350732,8,14,0,0,649,1,7,792219
12245815,7,22,0,1,1143,1.0153846153846153,65,3815253
12208079,2,26,,0,1224,1,2,4623715
12367568,30,12,0,0,519,1.1470588235294117,136,155732
12303836,17,23,,0,2464,1.072992700729927,137,1958431
12304830,2,6,0,0,191,2,3,1903571
10960880,4,548,,88,315109,1.0674157303370786,178,80855009
11968125,7,12,,0,1114,2,1,18048561
12162056,2,10,0,0,264,1,1,6515126
12307042,2,70,,4,5317,1.3333333333333333,3,1812330
12367843,7,30,0,0,513,1.1478439425051334,487,135778
12337110,17,5,0,0,847,1.0555555555555556,18,1102465
12365869,2,35,0,0,988,1.051440329218107,486,312794
11954812,1,24,0,0,3273,1.0344827586206897,174,19110424
12006015,21,219,,7,29175,1.0588235294117647,17,14701568
12147819,2,103,,7,7336,1.1388888888888888,36,7073951
12295082,3,44,,0,6262,1.0136986301369864,73,2216961
12368046,17,3,0,0,85,1.046875,64,97922
12367000,24,6,,0,800,1.1314878892733564,289,192020
12368455,4,10,0,0,84,1.3,50,63800
11861956,2,17,0,0,8728,1,2,24725131
12298485,10,21,0,0,2332,1,2,2091452
12365773,4,16,0,0,806,1.0454545454545454,44,319379
11913032,5,20,0,1,5691,2,2,21748887
12368096,2,4,0,0,475,1.0771513353115727,337,94116
11909314,10,69,,8,18203,1.0726256983240223,179,21992350
11780700,7,10,0,0,7961,1,2,30672630
11945611,2,22,0,0,1907,2,1,19750443
12368492,7,4,,1,230,1.1568627450980393,102,60621
12292776,30,3,0,0,204,1,1,2329599
12302814,2,117,,0,4718,1,6,1984279
12258242,5,18,0,0,3195,1.0277777777777777,72,3554887
12368183,2,25,0,0,1124,1.1122047244094488,508,86247
12286282,17,186,,0,3090,1.0416666666666667,48,2612234
12367533,23,10,0,0,428,1.1129032258064515,62,158355
12367932,7,1,0,0,115,1.101010101010101,99,106696
12368221,2,18,,0,696,1.1098398169336385,437,83460
11796204,7,3,,0,226,1,1,29912217
12368375,30,8,0,0,189,1.0891089108910892,101,70171
12363737,3,10,0,0,574,1,4,441821
11824293,8,3,0,0,1573,1,5,28264751
12274138,2,33,0,0,618,2,1,3126941
11974522,1,6,0,0,1261,1.1016949152542372,59,17549956
12362997,1,6,0,0,654,1,3,509467
12315369,30,11,0,0,224,1,23,1361016
9843003,16,83,,16,268828,1.1578947368421053,57,119816241
12194465,7,1,,0,932,1,1,5067560
12294550,2,70,,1,4293,1.4,10,2243417
12367829,30,39,0,1,551,1.3284132841328413,271,136941
12273452,2,108,,0,8980,1,3,3176580
12198506,2,1,,0,68,1,1,4912373
12367687,17,0,0,0,87,1.0384615384615385,52,146448
12178358,6,2,,0,1201,1,2,5835326
12368032,30,9,,0,485,1.427906976744186,215,99010
12368027,30,1,0,0,175,1.1481481481481481,54,99686
12085317,2,2,0,0,1470,1,5,9912487
12368091,2,9,0,0,179,1.0677083333333333,192,94591
12188927,30,47,,1,1516,1,1,5286057
12367727,3,0,0,0,165,1.0384615384615385,104,144281
12368120,1,15,0,0,1798,1.1015384615384616,650,92047
11799453,8,30,0,0,3594,2,1,29715826
12364532,4,19,0,0,1766,1.0374331550802138,187,396823
12366301,23,4,0,0,145,1,4,264055
12367902,23,21,0,0,635,1.127659574468085,94,110381
12190492,7,26,,0,2177,1,1,5198652
12275241,2,201,,30,23188,1.276190476190476,105,3087530
11855209,6,10,,0,921,1,4,25147851
12273074,,9,0,0,2462,1.0625,32,3187604
12141481,2,2,0,0,182,1,2,7427326
12368213,7,7,0,0,267,1.0829268292682928,205,83969
12367938,7,1,0,0,40,1.1481481481481481,27,105966
12156433,7,1,0,0,46,1,1,6706232
12313817,23,58,,0,2660,1.103448275862069,29,1439181
11889668,6,6,0,1,770,1,1,23414309
12362960,10,23,0,0,1340,1.0681818181818181,88,510847
12366699,8,6,0,0,193,1.0606060606060606,33,236155
11544694,3,1546,,492,588914,1.0512820512820513,117,50463284
12365948,23,4,,0,162,1,3,306315
11938904,2,11,0,0,1225,1,1,20117669
12366730,4,12,0,0,642,1.1370558375634519,197,234163
12365832,2,45,,2,4941,1.0909090909090908,11,316063
12367317,3,20,0,0,389,1.00990099009901,101,171612
12310099,21,6,0,0,1076,1.1111111111111112,18,1640278
11686782,24,44,,12,12932,1.25,4,39904462
